safety_margin,perturbations,probe_steps,estimator_method,L_pred,L_actual,bound_holds,max_bound_ratio,final_bound_ratio,predicted_dangerous,actual_dangerous,false_negative,false_positive,runtime_seconds
1.5,3,25,max_clean_rewritten_L,1.4582024128068762,0.9938105561960218,True,0.9999999068677404,2.2314093969058158e-17,True,True,False,False,0.05362009999953443
1.5,3,25,longer_horizon_L,1.4749986989029176,0.9938105561960218,True,0.9999999068677404,7.098993616421778e-18,True,True,False,False,0.04979269999967073
1.0,3,50,clean_state_L,0.9882263603954905,0.9938105561960218,False,6.2691653007682895,1.7567787940800084,False,True,True,False,0.05111459999989165
1.0,3,50,rewritten_state_L,0.989420236275314,0.9938105561960218,False,5.76109343306372,1.5569750325105198,False,True,True,False,0.05484509999951115
1.0,3,50,max_clean_rewritten_L,0.989420236275314,0.9938105561960218,False,5.76109343306372,1.5569750325105198,False,True,True,False,0.1059596999994028
1.0,3,50,longer_horizon_L,0.9807261847987943,0.9938105561960218,False,10.68602437435361,3.7634263586374344,False,True,True,False,0.10106199999972887
1.03,3,50,clean_state_L,1.0178731512073553,0.9938105561960218,True,0.9999999068677404,0.0914101896446075,True,True,False,False,0.05111459999989165
1.03,3,50,rewritten_state_L,1.0191028433635734,0.9938105561960218,True,0.9999999068677404,0.08101383251739393,True,True,False,False,0.05484509999951115
1.03,3,50,max_clean_rewritten_L,1.0191028433635734,0.9938105561960218,True,0.9999999068677404,0.08101383251739393,True,True,False,False,0.1059596999994028
1.03,3,50,longer_horizon_L,1.010147970342758,0.9938105561960218,False,1.3524449357824406,0.19582176100703785,True,True,False,False,0.10106199999972887
1.08,3,50,clean_state_L,1.0672844692271297,0.9938105561960218,True,0.9999999068677404,0.0007986224818787577,True,True,False,False,0.05111459999989165
1.08,3,50,rewritten_state_L,1.0685738551773392,0.9938105561960218,True,0.9999999068677404,0.0007077927334260434,True,True,False,False,0.05484509999951115
1.08,3,50,max_clean_rewritten_L,1.0685738551773392,0.9938105561960218,True,0.9999999068677404,0.0007077927334260434,True,True,False,False,0.1059596999994028
1.08,3,50,longer_horizon_L,1.0591842795826978,0.9938105561960218,True,0.9999999068677404,0.001710834004275941,True,True,False,False,0.10106199999972887
1.15,3,50,clean_state_L,1.136460314454814,0.9938105561960218,True,0.9999999068677404,1.4960050002257786e-06,True,True,False,False,0.05111459999989165
1.15,3,50,rewritten_state_L,1.1378332717166109,0.9938105561960218,True,0.9999999068677404,1.3258598303392183e-06,True,True,False,False,0.05484509999951115
1.15,3,50,max_clean_rewritten_L,1.1378332717166109,0.9938105561960218,True,0.9999999068677404,1.3258598303392183e-06,True,True,False,False,0.1059596999994028
1.15,3,50,longer_horizon_L,1.1278351125186132,0.9938105561960218,True,0.9999999068677404,3.2047885991540067e-06,True,True,False,False,0.10106199999972887
1.25,3,50,clean_state_L,1.2352829504943632,0.9938105561960218,True,0.9999999068677404,3.578621606002461e-10,True,True,False,False,0.05111459999989165
1.25,3,50,rewritten_state_L,1.2367752953441424,0.9938105561960218,True,0.9999999068677404,3.1716141554784856e-10,True,True,False,False,0.05484509999951115
1.25,3,50,max_clean_rewritten_L,1.2367752953441424,0.9938105561960218,True,0.9999999068677404,3.1716141554784856e-10,True,True,False,False,0.1059596999994028
1.25,3,50,longer_horizon_L,1.2259077309984927,0.9938105561960218,True,0.9999999068677404,7.666234886830029e-10,True,True,False,False,0.10106199999972887
1.5,3,50,clean_state_L,1.4823395405932358,0.9938105561960218,True,0.9999999068677404,4.321068737380437e-18,True,True,False,False,0.05111459999989165
1.5,3,50,rewritten_state_L,1.484130354412971,0.9938105561960218,True,0.9999999068677404,3.82962053078878e-18,True,True,False,False,0.05484509999951115
1.5,3,50,max_clean_rewritten_L,1.484130354412971,0.9938105561960218,True,0.9999999068677404,3.82962053078878e-18,True,True,False,False,0.1059596999994028
1.5,3,50,longer_horizon_L,1.4710892771981914,0.9938105561960218,True,0.9999999068677404,9.256728302129753e-18,True,True,False,False,0.10106199999972887
1.0,5,1,clean_state_L,0.7684270606929983,0.9938105561960218,False,147943355209.01035,147943355209.01035,False,True,True,False,0.0027300000001559965
1.0,5,1,rewritten_state_L,0.7272294723203837,0.9938105561960218,False,36577447203550.15,36577447203550.15,False,True,True,False,0.0023910999998406623
1.0,5,1,max_clean_rewritten_L,0.7684270606929983,0.9938105561960218,False,147943355209.01035,147943355209.01035,False,True,True,False,0.005121099999996659
1.0,5,1,longer_horizon_L,0.8956415696482799,0.9938105561960218,False,32880.3376010272,32880.3376010272,False,True,True,False,0.019080200000644254
1.03,5,1,clean_state_L,0.7914798725137883,0.9938105561960218,False,7697912908.49297,7697912908.49297,False,True,True,False,0.0027300000001559965
1.03,5,1,rewritten_state_L,0.7490463564899953,0.9938105561960218,False,1903228452471.7883,1903228452471.7883,False,True,True,False,0.0023910999998406623
1.03,5,1,max_clean_rewritten_L,0.7914798725137883,0.9938105561960218,False,7697912908.49297,7697912908.49297,False,True,True,False,0.005121099999996659
1.03,5,1,longer_horizon_L,0.9225108167377283,0.9938105561960218,False,1710.857340615058,1710.857340615058,False,True,True,False,0.019080200000644254
1.08,5,1,clean_state_L,0.8299012255484381,0.9938105561960218,False,67254278.06428161,67254278.06428161,False,True,True,False,0.0027300000001559965
1.08,5,1,rewritten_state_L,0.7854078301060144,0.9938105561960218,False,16627916824.204226,16627916824.204226,False,True,True,False,0.0023910999998406623
1.08,5,1,max_clean_rewritten_L,0.8299012255484381,0.9938105561960218,False,67254278.06428161,67254278.06428161,False,True,True,False,0.005121099999996659
1.08,5,1,longer_horizon_L,0.9672928952201424,0.9938105561960218,False,29.086630582560453,14.947230071555348,False,True,True,False,0.019080200000644254
1.15,5,1,clean_state_L,0.8836911197969479,0.9938105561960218,False,125982.84991182493,125982.84991182493,False,True,True,False,0.0027300000001559965
1.15,5,1,rewritten_state_L,0.8363138931684412,0.9938105561960218,False,31147941.958544374,31147941.958544374,False,True,True,False,0.0023910999998406623
1.15,5,1,max_clean_rewritten_L,0.8836911197969479,0.9938105561960218,False,125982.84991182493,125982.84991182493,False,True,True,False,0.005121099999996659
1.15,5,1,longer_horizon_L,1.0299878050955218,0.9938105561960218,True,0.9999999068677404,0.027999626148725153,True,True,False,False,0.019080200000644254
