model,dataset,seed,scenario,delta,L_clean,L_rewritten,L_max,L_stepwise,fixed_bound_final,stepwise_bound_final,actual_max_divergence,actual_loss_gap,epsilon,safety_margin,decision,decision_reason,runtime_seconds
resnet18,real CIFAR-10 train split (first 256 images),0,params_current_optimizer_older,0.9631484150886536,1.9557905329150853,2.3560130967118087,2.3560130967118087,1.250112271889486,914.3549423065596,5.74493821523381,6.526630401611328,0.5130579471588135,0.05,1.08,flagged_dangerous,"expansive regime, bound reaches danger threshold",40.21673799999917
gpt_mini,"WikiText-2 char-level (vocab=112, first 200k chars)",0,exact_restore,0.0,1.9150972450631008,1.9145787117854085,1.9150972450631008,1.0,0.0,0.0,0.0,0.0,0.05,1.08,certified_safe,zero displacement (no-op): bound is identically zero,0.5788531000016519
gpt_mini,"WikiText-2 char-level (vocab=112, first 200k chars)",0,noop_restore,0.0,1.9150972450631008,1.9160848416271743,1.9160848416271743,1.0,0.0,0.0,0.0,0.0,0.05,1.08,certified_safe,zero displacement (no-op): bound is identically zero,0.5844997000003787
gpt_mini,"WikiText-2 char-level (vocab=112, first 200k chars)",0,stale_adam_moments,0.07605768740177155,1.9150972450631008,2.0468202963567395,2.0468202963567395,1.193678250305081,23.43046105863217,0.31350275550298307,0.2944599390029907,0.06341338157653809,0.05,1.08,flagged_dangerous,"expansive regime, bound reaches danger threshold",0.5621570000002976
gpt_mini,"WikiText-2 char-level (vocab=112, first 200k chars)",0,reset_first_moment,0.15577074885368347,1.9150972450631008,1.9406840679227453,1.9406840679227453,1.2089049482522682,31.34185030166476,0.7105966398630749,0.7194873690605164,0.16083812713623047,0.05,1.08,flagged_dangerous,"expansive regime, bound reaches danger threshold",0.5695945999996184
gpt_mini,"WikiText-2 char-level (vocab=112, first 200k chars)",0,reset_second_moment,1.319823145866394,1.9150972450631008,408.06874668858774,408.06874668858774,1.0397194044110505,1.0148045682007988e+21,1.8023740879338421,5676.9462890625,507704.5166885853,0.05,1.08,flagged_dangerous,"expansive regime, bound reaches danger threshold",0.5689437999990332
gpt_mini,"WikiText-2 char-level (vocab=112, first 200k chars)",0,scheduler_mismatch,0.07788536697626114,1.9150972450631008,2.2999659684031264,2.2999659684031264,1.2449574310053377,60.985578878111774,0.44946086669390195,0.5584087371826172,0.11291003227233887,0.05,1.08,flagged_dangerous,"expansive regime, bound reaches danger threshold",0.5789342000007309
gpt_mini,"WikiText-2 char-level (vocab=112, first 200k chars)",0,ema_shadow_present_not_loaded,0.0,1.9150972450631008,1.915334713153456,1.915334713153456,1.0,0.0,0.0,0.0,0.0,0.05,1.08,certified_safe,zero displacement (no-op): bound is identically zero,0.5868869000005361
gpt_mini,"WikiText-2 char-level (vocab=112, first 200k chars)",0,ema_loaded_as_parameters,1.103626012802124,1.9150972450631008,2.071067615316385,2.071067615316385,0.967408333294289,373.5735768368963,0.8466433882713318,1.103626012802124,1.4603080749511719,0.05,1.08,flagged_dangerous,"expansive regime, bound reaches danger threshold",0.5827387999997882
gpt_mini,"WikiText-2 char-level (vocab=112, first 200k chars)",0,mild_lr_decrease,0.07788537442684174,1.9150972450631008,1.4537247530866384,1.9150972450631008,1.257278500915007,14.092322205691218,0.48630398295728194,0.6085209250450134,0.18085384368896484,0.05,1.08,flagged_dangerous,"expansive regime, bound reaches danger threshold",0.7380775000001449
gpt_mini,"WikiText-2 char-level (vocab=112, first 200k chars)",0,severe_lr_increase,1.4019365310668945,1.9150972450631008,5.66804159029069,5.66804159029069,1.2180428100851246,1493456.5053930858,6.792486327895235,8.57354736328125,0.8677451610565186,0.05,1.08,flagged_dangerous,"expansive regime, bound reaches danger threshold",0.5828433000006044
gpt_mini,"WikiText-2 char-level (vocab=112, first 200k chars)",0,optimizer_state_from_older_checkpoint,0.15077784657478333,1.9150972450631008,2.506814278056096,2.506814278056096,1.1805286475606687,235.13366518220047,0.5687871548040561,0.5125312805175781,0.05389666557312012,0.05,1.08,flagged_dangerous,"expansive regime, bound reaches danger threshold",0.6032476000000315
gpt_mini,"WikiText-2 char-level (vocab=112, first 200k chars)",0,params_current_optimizer_older,0.12758192420005798,1.9150972450631008,2.2929090744966802,2.2929090744966802,1.1910375373355937,97.47288323349797,0.516645607102364,0.46987661719322205,0.07672810554504395,0.05,1.08,flagged_dangerous,"expansive regime, bound reaches danger threshold",0.5760873999988689
