campaign,row_id,seed,checkpoint_age,rewrite_family,continuation_step,clean_update_norm,candidate_update_norm,delta_update_norm,S1,candidate_clean_update_norm_ratio,update_cosine,lr,candidate_lr
controlled_width,controlled_width_width128_1p63m_seed1203_ckpt300_reset_m,1203,300,reset_m,1,0.01729213260114193,0.007872934453189373,0.015930984169244766,0.9212851032192201,0.4552899653461005,0.39372995495796204,0.000125,0.000125
controlled_width,controlled_width_width128_1p63m_seed1203_ckpt300_reset_v,1203,300,reset_v,1,0.01729213260114193,558.7096557617188,558.7079467773438,32309.95040531543,32310.04923548371,0.10041527450084686,0.000125,0.000125
controlled_width,controlled_width_width128_1p63m_seed1203_ckpt300_stale_v,1203,300,stale_v,1,0.01729213260114193,0.021785883232951164,0.011951055377721786,0.6911267483711895,1.2598725521138212,0.8372365236282349,0.000125,0.000125
controlled_width,controlled_width_width128_1p63m_seed1203_ckpt300_optimizer_reset,1203,300,optimizer_reset,1,0.01729213260114193,0.14095307886600494,0.1375463306903839,7.954272260978755,8.151283714337552,0.2559708058834076,0.000125,0.000125
controlled_width,controlled_width_width224_4p93m_seed1201_ckpt75_reset_m,1201,75,reset_m,1,0.12447711080312729,0.05728862062096596,0.11488944292068481,0.922976458711921,0.46023417679667444,0.3910292685031891,0.001,0.001
controlled_width,controlled_width_width224_4p93m_seed1201_ckpt75_reset_v,1201,75,reset_v,1,0.12447711080312729,12972.5830078125,12972.568359375,104216.49631463706,104216.61399440488,0.1140090599656105,0.001,0.001
controlled_width,controlled_width_width224_4p93m_seed1201_ckpt75_stale_v,1201,75,stale_v,1,0.12447711080312729,0.22550678253173828,0.17599251866340637,1.4138544630935552,1.811632524846979,0.6301024556159973,0.001,0.001
controlled_width,controlled_width_width224_4p93m_seed1201_ckpt75_optimizer_reset,1201,75,optimizer_reset,1,0.12447711080312729,1.8968677520751953,1.8718470335006714,15.037680593712867,15.238687175669092,0.23249183595180511,0.001,0.001
controlled_width,controlled_width_width224_4p93m_seed1201_ckpt150_reset_m,1201,150,reset_m,1,0.06331224739551544,0.0315583236515522,0.05155963450670242,0.814370625382983,0.49845527444172033,0.5870717763900757,0.0005,0.0005
controlled_width,controlled_width_width224_4p93m_seed1201_ckpt150_reset_v,1201,150,reset_v,1,0.06331224739551544,3320.588134765625,3320.582275390625,52447.70817554933,52447.800722809,0.09473880380392075,0.0005,0.0005
controlled_width,controlled_width_width224_4p93m_seed1201_ckpt150_stale_v,1201,150,stale_v,1,0.06331224739551544,76.39515686035156,76.39315795898438,1206.6094807935829,1206.6410529056052,0.032006729394197464,0.0005,0.0005
controlled_width,controlled_width_width224_4p93m_seed1201_ckpt150_optimizer_reset,1201,150,optimizer_reset,1,0.06331224739551544,0.9312960505485535,0.910369336605072,14.37903998105707,14.709571826063621,0.3608110249042511,0.0005,0.0005
controlled_width,controlled_width_width224_4p93m_seed1201_ckpt300_reset_m,1201,300,reset_m,1,0.01800696551799774,0.007273699622601271,0.015463428571820259,0.8587470529393754,0.40393811022336656,0.5269615054130554,0.000125,0.000125
controlled_width,controlled_width_width224_4p93m_seed1201_ckpt300_reset_v,1201,300,reset_v,1,0.01800696551799774,561.5018310546875,561.4998168945312,31182.367528950766,31182.479383452523,0.11015027016401291,0.000125,0.000125
controlled_width,controlled_width_width224_4p93m_seed1201_ckpt300_stale_v,1201,300,stale_v,1,0.01800696551799774,0.02257666364312172,0.013213438913226128,0.7337959801880923,1.2537739142834947,0.8109488487243652,0.000125,0.000125
controlled_width,controlled_width_width224_4p93m_seed1201_ckpt300_optimizer_reset,1201,300,optimizer_reset,1,0.01800696551799774,0.23391775786876678,0.22860239446163177,12.69522031463054,12.990404053474666,0.3303198218345642,0.000125,0.000125
controlled_width,controlled_width_width224_4p93m_seed1202_ckpt75_reset_m,1202,75,reset_m,1,0.13391001522541046,0.07702583819627762,0.13259287178516388,0.9901639661602636,0.5752059550291662,0.3046187460422516,0.001,0.001
controlled_width,controlled_width_width224_4p93m_seed1202_ckpt75_reset_v,1202,75,reset_v,1,0.13391001522541046,12637.728515625,12637.712890625,94374.66547410653,94374.78215693995,0.11704538762569427,0.001,0.001
controlled_width,controlled_width_width224_4p93m_seed1202_ckpt75_stale_v,1202,75,stale_v,1,0.13391001522541046,122.68505096435547,122.67991638183594,916.136975822256,916.1753193510118,0.03882434591650963,0.001,0.001
controlled_width,controlled_width_width224_4p93m_seed1202_ckpt75_optimizer_reset,1202,75,optimizer_reset,1,0.13391001522541046,1.8746682405471802,1.8548672199249268,13.851594421737468,13.999462529950096,0.18280304968357086,0.001,0.001
controlled_width,controlled_width_width224_4p93m_seed1202_ckpt150_reset_m,1202,150,reset_m,1,0.07284004241228104,0.03164825960993767,0.06614010781049728,0.9080185241413019,0.4344898569714066,0.41920870542526245,0.0005,0.0005
controlled_width,controlled_width_width224_4p93m_seed1202_ckpt150_reset_v,1202,150,reset_v,1,0.07284004241228104,2525.026611328125,2525.0205078125,34665.280581331856,34665.36437474305,0.08150515705347061,0.0005,0.0005
controlled_width,controlled_width_width224_4p93m_seed1202_ckpt150_stale_v,1202,150,stale_v,1,0.07284004241228104,72.25821685791016,72.25618743896484,991.9844229221682,992.0122842313887,0.028338389471173286,0.0005,0.0005
controlled_width,controlled_width_width224_4p93m_seed1202_ckpt150_optimizer_reset,1202,150,optimizer_reset,1,0.07284004241228104,0.9396712779998779,0.9256195425987244,12.707564574810773,12.900476810108861,0.2302282750606537,0.0005,0.0005
controlled_width,controlled_width_width224_4p93m_seed1202_ckpt300_reset_m,1202,300,reset_m,1,0.02387641929090023,0.012723705731332302,0.022348297759890556,0.9359987143244687,0.5328984038929429,0.38270625472068787,0.000125,0.000125
controlled_width,controlled_width_width224_4p93m_seed1202_ckpt300_reset_v,1202,300,reset_v,1,0.02387641929090023,530.7855224609375,530.7835693359375,22230.451008874647,22230.53281029454,0.08076818287372589,0.000125,0.000125
controlled_width,controlled_width_width224_4p93m_seed1202_ckpt300_stale_v,1202,300,stale_v,1,0.02387641929090023,0.19524884223937988,0.1933766007423401,8.09906202342244,8.177475853995224,0.13918188214302063,0.000125,0.000125
controlled_width,controlled_width_width224_4p93m_seed1202_ckpt300_optimizer_reset,1202,300,optimizer_reset,1,0.02387641929090023,0.23589245975017548,0.2316831350326538,9.703428818208488,9.879725132411249,0.2253318727016449,0.000125,0.000125
controlled_width,controlled_width_width224_4p93m_seed1203_ckpt75_reset_m,1203,75,reset_m,1,0.15462400019168854,0.10349629074335098,0.13217833638191223,0.8548371288881086,0.6693416973715368,0.5358038544654846,0.001,0.001
controlled_width,controlled_width_width224_4p93m_seed1203_ckpt75_reset_v,1203,75,reset_v,1,0.15462400019168854,17841.158203125,17841.138671875,115384.01961947577,115384.14593395461,0.11807670444250107,0.001,0.001
controlled_width,controlled_width_width224_4p93m_seed1203_ckpt75_stale_v,1203,75,stale_v,1,0.15462400019168854,702.2870483398438,702.276611328125,4541.83445295016,4541.901952249788,0.06787627935409546,0.001,0.001
controlled_width,controlled_width_width224_4p93m_seed1203_ckpt75_optimizer_reset,1203,75,optimizer_reset,1,0.15462400019168854,1.837754726409912,1.7965024709701538,11.618522795500036,11.885313561411866,0.30586493015289307,0.001,0.001
controlled_width,controlled_width_width224_4p93m_seed1203_ckpt150_reset_m,1203,150,reset_m,1,0.06039787456393242,0.027492018416523933,0.055670738220214844,0.9217333990845069,0.4551818853653182,0.3928079903125763,0.0005,0.0005
controlled_width,controlled_width_width224_4p93m_seed1203_ckpt150_reset_v,1203,150,reset_v,1,0.06039787456393242,2866.591796875,2866.586181640625,47461.70626515709,47461.799235885206,0.09032400697469711,0.0005,0.0005
controlled_width,controlled_width_width224_4p93m_seed1203_ckpt150_stale_v,1203,150,stale_v,1,0.06039787456393242,61.980926513671875,61.97981262207031,1026.1919491129972,1026.2103916759115,0.0189351923763752,0.0005,0.0005
controlled_width,controlled_width_width224_4p93m_seed1203_ckpt150_optimizer_reset,1203,150,optimizer_reset,1,0.06039787456393242,0.9250643849372864,0.9142161011695862,15.13656081037641,15.316174478007005,0.21120578050613403,0.0005,0.0005
