seed,checkpoint_age,source_checkpoint,source_checkpoint_sha256,protocol_sha256,batch_file_sha256,rewrite_family,row_id,continuation_step,loss,accuracy,examples
4101,3000,checkpoints\seed_4101_age_3000.pt,2bc0cef79c4b840f2901da5dd6431d9b0ea145fb3e0d8bc65f094c4fd51ccb3e,5b0213c94acc2bf1a7ce1444f0a8c2598385ca2613f96b97d19de162d412094c,99f4ece8391fbeba8ad332dbf13935a29322adb8691e000d94ed76b5267b5411,clean,4101_3000_clean,25,0.9105285402297973,0.6794,10000
4101,3000,checkpoints\seed_4101_age_3000.pt,2bc0cef79c4b840f2901da5dd6431d9b0ea145fb3e0d8bc65f094c4fd51ccb3e,5b0213c94acc2bf1a7ce1444f0a8c2598385ca2613f96b97d19de162d412094c,99f4ece8391fbeba8ad332dbf13935a29322adb8691e000d94ed76b5267b5411,reset_m,4101_3000_reset_m,25,0.9160863540649414,0.6784,10000
4101,3000,checkpoints\seed_4101_age_3000.pt,2bc0cef79c4b840f2901da5dd6431d9b0ea145fb3e0d8bc65f094c4fd51ccb3e,5b0213c94acc2bf1a7ce1444f0a8c2598385ca2613f96b97d19de162d412094c,99f4ece8391fbeba8ad332dbf13935a29322adb8691e000d94ed76b5267b5411,reset_v,4101_3000_reset_v,25,2.8186800899505617,0.1339,10000
4101,3000,checkpoints\seed_4101_age_3000.pt,2bc0cef79c4b840f2901da5dd6431d9b0ea145fb3e0d8bc65f094c4fd51ccb3e,5b0213c94acc2bf1a7ce1444f0a8c2598385ca2613f96b97d19de162d412094c,99f4ece8391fbeba8ad332dbf13935a29322adb8691e000d94ed76b5267b5411,full_per_parameter_reset,4101_3000_full_per_parameter_reset,25,0.9177404127120972,0.6811,10000
4101,3000,checkpoints\seed_4101_age_3000.pt,2bc0cef79c4b840f2901da5dd6431d9b0ea145fb3e0d8bc65f094c4fd51ccb3e,5b0213c94acc2bf1a7ce1444f0a8c2598385ca2613f96b97d19de162d412094c,99f4ece8391fbeba8ad332dbf13935a29322adb8691e000d94ed76b5267b5411,clean,4101_3000_clean,50,0.8780662159919739,0.6922,10000
4101,3000,checkpoints\seed_4101_age_3000.pt,2bc0cef79c4b840f2901da5dd6431d9b0ea145fb3e0d8bc65f094c4fd51ccb3e,5b0213c94acc2bf1a7ce1444f0a8c2598385ca2613f96b97d19de162d412094c,99f4ece8391fbeba8ad332dbf13935a29322adb8691e000d94ed76b5267b5411,reset_m,4101_3000_reset_m,50,0.8731744892120361,0.6919,10000
4101,3000,checkpoints\seed_4101_age_3000.pt,2bc0cef79c4b840f2901da5dd6431d9b0ea145fb3e0d8bc65f094c4fd51ccb3e,5b0213c94acc2bf1a7ce1444f0a8c2598385ca2613f96b97d19de162d412094c,99f4ece8391fbeba8ad332dbf13935a29322adb8691e000d94ed76b5267b5411,reset_v,4101_3000_reset_v,50,2.298476243209839,0.1161,10000
4101,3000,checkpoints\seed_4101_age_3000.pt,2bc0cef79c4b840f2901da5dd6431d9b0ea145fb3e0d8bc65f094c4fd51ccb3e,5b0213c94acc2bf1a7ce1444f0a8c2598385ca2613f96b97d19de162d412094c,99f4ece8391fbeba8ad332dbf13935a29322adb8691e000d94ed76b5267b5411,full_per_parameter_reset,4101_3000_full_per_parameter_reset,50,0.8640290806770324,0.6934,10000
4101,3000,checkpoints\seed_4101_age_3000.pt,2bc0cef79c4b840f2901da5dd6431d9b0ea145fb3e0d8bc65f094c4fd51ccb3e,5b0213c94acc2bf1a7ce1444f0a8c2598385ca2613f96b97d19de162d412094c,99f4ece8391fbeba8ad332dbf13935a29322adb8691e000d94ed76b5267b5411,clean,4101_3000_clean,75,0.869390376663208,0.6884,10000
4101,3000,checkpoints\seed_4101_age_3000.pt,2bc0cef79c4b840f2901da5dd6431d9b0ea145fb3e0d8bc65f094c4fd51ccb3e,5b0213c94acc2bf1a7ce1444f0a8c2598385ca2613f96b97d19de162d412094c,99f4ece8391fbeba8ad332dbf13935a29322adb8691e000d94ed76b5267b5411,reset_m,4101_3000_reset_m,75,0.8706143920898437,0.6866,10000
